user_id,event_id,age,gender,location,event_type,registration_date,event_date,previous_events,income,event_rating,distance_km,organizer_score,social_buzz,attended
1593,114,25,Male,Kolkata,Education,2024-06-14,2024-07-12,5,89041,4.04,37,2.38,53,0
1594,172,45,Male,Pune,Tech,2024-06-15,2024-06-24,8,73891,3.57,44,2.59,30,0
1595,136,36,Male,Chennai,Art,2024-06-15,2024-06-26,10,23639,4.51,1,2.63,88,1
1596,138,24,Other,Pune,Education,2024-06-15,2024-07-07,2,42217,3.64,3,1.51,93,1
1597,119,26,Male,Delhi,Business,2024-06-16,2024-08-02,1,95033,3.07,24,1.92,39,0
1598,159,25,Male,Chennai,Education,2024-06-16,2024-06-22,6,20192,3.68,28,3.15,100,1
1599,186,41,Female,Mumbai,Business,2024-06-16,2024-06-24,10,28642,2.68,14,4.13,8,1
1600,123,20,Female,Chennai,Tech,2024-06-17,2024-07-21,1,47559,4.74,32,2.68,14,0
1601,154,38,Female,Bangalore,Business,2024-06-17,2024-07-17,5,99504,4.33,14,2.53,35,1
1602,165,33,Female,Chennai,Business,2024-06-17,2024-08-13,4,76383,4.4,47,3.6,95,1
1603,163,20,Female,Chennai,Sports,2024-06-18,2024-08-02,3,31812,4.69,9,1.63,50,1
1604,126,35,Female,Bangalore,Tech,2024-06-18,2024-07-27,7,51449,4.48,33,2.52,71,1
1605,102,39,Female,Pune,Sports,2024-06-18,2024-07-08,3,95163,3.58,27,1.83,65,0
1606,183,38,Female,Mumbai,Music,2024-06-19,2024-07-26,5,37533,2.8,6,3.61,50,1
1607,160,32,Male,Pune,Sports,2024-06-19,2024-07-24,9,66038,3.43,31,1.45,94,1
1608,171,27,Female,Delhi,Music,2024-06-19,2024-07-06,4,57120,4.84,8,2.79,96,1
1609,153,22,Female,Bangalore,Business,2024-06-20,2024-07-12,0,80836,4.87,27,3.38,45,1
1610,138,18,Female,Pune,Music,2024-06-20,2024-08-14,9,80187,4.42,32,4.33,72,1
1611,125,28,Female,Chennai,Education,2024-06-20,2024-07-22,3,86662,3.01,4,3.9,63,1
1612,166,35,Female,Pune,Sports,2024-06-21,2024-07-19,8,29554,2.99,11,4.77,59,1
1613,183,19,Male,Chennai,Tech,2024-06-21,2024-08-08,8,56307,4.7,15,3.72,10,1
1614,132,45,Male,Chennai,Art,2024-06-21,2024-07-07,5,75340,2.85,47,2.4,21,0
1615,102,34,Other,Pune,Art,2024-06-22,2024-07-05,0,53519,3.96,12,1.93,99,1
1616,115,26,Male,Bangalore,Music,2024-06-22,2024-08-20,10,73387,3.45,47,1.23,24,0
1617,158,44,Male,Chennai,Sports,2024-06-22,2024-08-09,7,70861,3.26,27,2.11,65,1
1618,123,23,Other,Delhi,Art,2024-06-23,2024-07-18,4,49659,4.19,48,1.55,92,0
1619,182,44,Female,Pune,Art,2024-06-23,2024-08-18,9,28010,4.9,42,2.48,60,1
1620,127,25,Other,Mumbai,Business,2024-06-23,2024-07-15,8,97626,4.44,15,3.81,21,1
1621,149,28,Other,Bangalore,Art,2024-06-24,2024-08-03,8,86079,3.72,28,3.77,86,1
1622,122,29,Male,Pune,Business,2024-06-24,2024-06-27,1,91576,3.6,36,2.27,3,0
1623,145,45,Other,Mumbai,Tech,2024-06-24,2024-08-05,6,43985,4.77,4,3.03,73,1
1624,168,25,Female,Pune,Education,2024-06-25,2024-07-06,3,45292,3.95,34,1.87,26,0
1625,180,45,Other,Delhi,Music,2024-06-25,2024-07-10,0,45875,3.74,23,3.01,64,1
1626,174,27,Male,Mumbai,Music,2024-06-25,2024-08-12,3,22487,4.21,2,3.04,48,1
1627,151,25,Female,Delhi,Education,2024-06-26,2024-07-09,1,33576,3.09,44,2.21,57,0
1628,146,35,Female,Delhi,Sports,2024-06-26,2024-07-25,1,44664,2.66,14,2.04,38,0
1629,132,37,Other,Kolkata,Tech,2024-06-26,2024-08-20,7,98989,4.64,44,4.92,53,1
1630,199,27,Male,Pune,Music,2024-06-27,2024-08-23,5,36377,4.02,11,3.15,94,1
1631,174,21,Female,Delhi,Education,2024-06-27,2024-07-24,4,60625,2.91,28,3.25,83,0
1632,189,29,Male,Mumbai,Sports,2024-06-27,2024-07-02,2,63780,3.25,19,1.03,42,0
1633,174,33,Other,Pune,Sports,2024-06-28,2024-07-15,8,48784,4.97,45,1.73,95,1
1634,108,19,Male,Mumbai,Sports,2024-06-28,2024-08-04,6,93499,4.09,48,2.43,89,1
1635,126,20,Female,Kolkata,Education,2024-06-28,2024-07-18,6,27458,4.09,39,4.86,63,1
1636,146,43,Female,Delhi,Tech,2024-06-29,2024-08-11,2,89627,2.68,43,1.7,60,0
1637,131,19,Female,Pune,Tech,2024-06-29,2024-08-27,1,79497,4.92,39,2.21,3,0
1638,191,29,Other,Delhi,Music,2024-06-29,2024-08-05,1,44466,4.73,15,4.96,52,1
1639,149,39,Other,Bangalore,Art,2024-06-30,2024-08-06,0,81417,3.87,47,2.92,21,0
1640,122,27,Other,Bangalore,Business,2024-06-30,2024-08-01,10,54287,3.27,27,2.27,16,0
1641,160,31,Male,Chennai,Business,2024-06-30,2024-07-12,4,97652,4.25,18,3.54,86,1
1642,138,20,Other,Pune,Education,2024-07-01,2024-08-05,7,22923,4.58,10,2.99,27,1
1643,112,40,Male,Kolkata,Business,2024-07-01,2024-08-25,10,22379,4.47,36,4.83,62,1
1644,195,35,Male,Delhi,Education,2024-07-01,2024-08-11,10,63533,4.94,14,1.33,87,1
1645,195,41,Female,Pune,Education,2024-07-02,2024-08-16,3,94516,4.09,33,4.16,60,1
1646,178,42,Male,Bangalore,Music,2024-07-02,2024-08-22,5,25069,3.3,4,2.12,78,1
1647,131,27,Male,Kolkata,Tech,2024-07-02,2024-07-25,5,82233,3.74,32,4.23,78,1
1648,184,19,Female,Delhi,Education,2024-07-03,2024-07-23,0,95088,4.54,33,4.39,45,1
1649,129,27,Male,Mumbai,Sports,2024-07-03,2024-08-30,8,58909,3.16,27,4.4,93,1
1650,188,22,Other,Mumbai,Sports,2024-07-03,2024-07-31,6,89354,3.08,33,4.47,91,1
1651,189,32,Male,Bangalore,Music,2024-07-04,2024-08-17,4,80555,4.31,50,3.87,34,0
1652,117,22,Male,Pune,Business,2024-07-04,2024-08-11,6,37135,3.61,42,1.57,82,1
1653,131,43,Female,Pune,Sports,2024-07-04,2024-07-12,8,88334,4.54,22,1.21,18,1
1654,170,34,Female,Delhi,Sports,2024-07-05,2024-07-24,0,75949,2.86,44,2.36,11,0
1655,123,25,Female,Pune,Education,2024-07-05,2024-07-25,7,21006,3.34,48,2.98,53,0
1656,181,43,Female,Bangalore,Sports,2024-07-05,2024-07-16,9,65441,3.17,9,2.21,61,1
1657,168,39,Other,Mumbai,Education,2024-07-06,2024-08-21,7,72350,4.24,18,3.97,58,1
1658,122,30,Other,Mumbai,Art,2024-07-06,2024-09-02,6,84108,4.4,38,3.89,80,1
1659,178,22,Male,Mumbai,Music,2024-07-06,2024-09-02,0,81702,3.64,26,4.89,39,1
1660,104,27,Male,Bangalore,Music,2024-07-07,2024-07-19,8,58052,3.7,7,2.6,81,1
1661,138,34,Male,Delhi,Tech,2024-07-07,2024-08-03,8,43919,2.83,24,4.14,91,1
1662,118,39,Male,Delhi,Art,2024-07-07,2024-07-21,5,35341,4.25,19,3.96,9,1
1663,100,25,Male,Bangalore,Education,2024-07-08,2024-07-12,6,27120,4.98,37,4.95,45,1
1664,174,38,Male,Delhi,Music,2024-07-08,2024-08-14,6,71187,4.44,26,4.09,22,1
1665,115,25,Other,Delhi,Sports,2024-07-08,2024-08-28,1,96781,3.06,7,2.13,66,1
1666,170,24,Male,Kolkata,Tech,2024-07-09,2024-07-14,2,26422,4.06,3,1.06,41,1
1667,107,30,Male,Chennai,Sports,2024-07-09,2024-08-16,8,76216,3.24,15,4.87,28,1
1668,190,22,Male,Chennai,Education,2024-07-09,2024-07-12,10,66767,2.58,8,3.86,25,1
1669,198,29,Female,Delhi,Tech,2024-07-10,2024-08-29,2,33751,2.95,44,4.25,35,0
1670,132,28,Female,Chennai,Music,2024-07-10,2024-07-14,4,37016,2.76,14,4.17,11,1
1671,149,25,Female,Chennai,Education,2024-07-10,2024-08-05,10,42756,2.99,32,3.94,10,0
1672,162,39,Male,Delhi,Tech,2024-07-11,2024-07-19,1,74794,4.49,7,4.01,63,1
1673,159,27,Other,Bangalore,Sports,2024-07-11,2024-08-05,2,43893,3.23,23,4.72,95,1
1674,102,37,Other,Chennai,Business,2024-07-11,2024-08-06,0,86243,4.39,47,4.66,51,1
1675,198,38,Other,Chennai,Tech,2024-07-12,2024-08-13,2,49580,4.87,33,2.52,93,1
1676,194,36,Female,Mumbai,Music,2024-07-12,2024-08-30,6,28761,3.94,15,1.12,15,0
1677,149,25,Other,Pune,Art,2024-07-12,2024-09-09,3,27638,3.71,38,1.15,98,0
1678,156,41,Other,Kolkata,Art,2024-07-13,2024-08-03,10,52021,4.38,26,2.79,59,1
1679,117,24,Male,Mumbai,Art,2024-07-13,2024-09-06,9,52631,2.74,12,4.34,75,1
1680,175,25,Female,Delhi,Education,2024-07-13,2024-08-08,9,78681,3.57,50,4.39,6,1
1681,151,42,Male,Mumbai,Sports,2024-07-14,2024-07-21,7,58285,3.75,47,2.62,61,1
1682,128,27,Other,Pune,Sports,2024-07-14,2024-08-19,7,33096,4.58,29,2.21,38,1
1683,131,37,Other,Pune,Tech,2024-07-14,2024-08-26,5,37062,4.54,2,3.03,90,1
1684,108,19,Male,Chennai,Education,2024-07-15,2024-08-02,10,65321,4.62,21,4.33,80,1
1685,179,35,Male,Kolkata,Art,2024-07-15,2024-08-19,1,46733,4.24,26,3.55,87,1
1686,106,42,Male,Delhi,Tech,2024-07-15,2024-08-10,7,73747,3.83,47,1.56,89,0
1687,156,37,Female,Kolkata,Business,2024-07-16,2024-07-25,1,93841,4.57,37,2.45,72,1
1688,182,34,Male,Kolkata,Sports,2024-07-16,2024-08-08,3,48383,4.68,12,3.22,24,1
1689,105,41,Female,Mumbai,Education,2024-07-16,2024-08-11,2,64150,3.7,26,3.15,28,0
1690,115,26,Other,Pune,Tech,2024-07-17,2024-08-07,6,86558,4.96,9,4.32,86,1
1691,177,28,Other,Chennai,Education,2024-07-17,2024-09-09,8,36828,4.69,24,4.73,60,1
1692,183,19,Male,Mumbai,Education,2024-07-17,2024-08-09,0,60852,3.78,27,1.4,90,0
1693,108,37,Male,Delhi,Business,2024-07-18,2024-08-24,6,44419,2.67,26,1.9,80,0
1694,126,38,Other,Kolkata,Business,2024-07-18,2024-07-19,2,70159,3.06,22,2.57,61,1
1695,161,39,Male,Pune,Tech,2024-07-18,2024-08-06,0,79446,4.44,22,2.19,15,0
1696,154,38,Other,Chennai,Business,2024-07-19,2024-09-10,4,31269,2.78,40,2.63,99,0
1697,152,21,Male,Kolkata,Education,2024-07-19,2024-09-10,6,34997,3.67,26,1.16,24,0
1698,126,36,Female,Pune,Education,2024-07-19,2024-09-15,2,21852,4.01,3,1.26,24,0
1699,154,39,Female,Kolkata,Sports,2024-07-20,2024-07-24,4,20964,4.7,38,4.35,14,1
1700,105,23,Female,Mumbai,Education,2024-07-20,2024-09-09,10,24059,4.62,31,1.41,6,0
1701,188,31,Male,Bangalore,Business,2024-07-20,2024-08-05,3,76544,4.41,35,4.3,37,1
1702,154,43,Male,Bangalore,Education,2024-07-21,2024-07-22,10,92313,3.52,36,2.23,85,1
1703,137,29,Male,Chennai,Art,2024-07-21,2024-07-27,9,52776,2.86,9,2.24,87,1
1704,137,39,Female,Bangalore,Business,2024-07-21,2024-09-04,4,90611,4.17,49,1.4,49,0
1705,137,32,Other,Mumbai,Tech,2024-07-22,2024-08-26,6,78374,2.95,50,1.05,31,0
1706,143,36,Male,Mumbai,Sports,2024-07-22,2024-08-25,7,84607,3.9,8,2.42,34,1
1707,119,35,Other,Mumbai,Music,2024-07-22,2024-09-13,5,79191,4.95,11,4.34,92,1
1708,160,36,Male,Mumbai,Art,2024-07-23,2024-07-29,4,35968,3.88,13,4.68,5,1
1709,118,39,Male,Bangalore,Tech,2024-07-23,2024-07-28,3,61869,4.11,49,1.25,5,0
1710,131,43,Male,Bangalore,Music,2024-07-23,2024-09-17,1,62036,4.19,47,1.12,6,0
1711,187,26,Female,Kolkata,Sports,2024-07-24,2024-08-29,0,71328,4.58,14,1.64,89,1
1712,156,43,Female,Kolkata,Tech,2024-07-24,2024-09-08,3,83689,3.59,32,4.07,9,1
1713,191,35,Male,Mumbai,Business,2024-07-24,2024-08-24,8,29011,3.74,13,1.82,95,1
1714,166,34,Other,Chennai,Music,2024-07-25,2024-08-03,2,73973,2.94,2,1.92,18,0
1715,179,27,Female,Delhi,Education,2024-07-25,2024-08-25,1,86642,4.04,12,4.56,55,1
1716,109,29,Male,Mumbai,Art,2024-07-25,2024-09-20,3,29241,3.24,4,4.5,98,1
1717,150,36,Other,Delhi,Business,2024-07-26,2024-08-02,6,53196,3.77,43,3.68,11,0
1718,135,28,Other,Kolkata,Business,2024-07-26,2024-08-03,2,91643,4.42,40,1.66,28,0
1719,101,26,Male,Kolkata,Music,2024-07-26,2024-08-16,2,21949,2.54,10,2.52,73,0
1720,109,40,Female,Delhi,Education,2024-07-27,2024-08-23,1,32854,3.91,29,1.94,82,0
1721,119,29,Female,Pune,Art,2024-07-27,2024-09-03,3,84313,2.93,11,3.69,91,1
1722,100,36,Male,Chennai,Tech,2024-07-27,2024-08-06,2,33743,3.2,29,4.12,1,0
1723,144,18,Other,Delhi,Business,2024-07-28,2024-09-22,9,76158,2.59,45,1.57,78,0
1724,105,20,Female,Chennai,Education,2024-07-28,2024-08-06,9,92080,2.92,44,4.59,32,1
1725,183,41,Other,Delhi,Sports,2024-07-28,2024-08-09,4,59885,4.97,42,2.85,56,1
1726,159,21,Other,Chennai,Music,2024-07-29,2024-09-25,0,58769,5.0,13,4.18,91,1
1727,197,40,Female,Mumbai,Education,2024-07-29,2024-08-21,0,54299,4.3,10,1.21,91,0
1728,108,43,Male,Delhi,Business,2024-07-29,2024-09-01,3,49831,4.03,9,2.44,18,0
1729,108,31,Female,Kolkata,Education,2024-07-30,2024-08-25,5,50404,4.44,7,1.06,47,1
1730,187,42,Other,Pune,Art,2024-07-30,2024-08-15,5,64292,4.74,31,3.87,28,1
1731,139,29,Male,Chennai,Business,2024-07-30,2024-08-29,3,91643,3.8,33,1.32,62,0
1732,176,44,Female,Mumbai,Tech,2024-07-31,2024-09-15,3,98511,2.59,45,2.35,83,0
1733,119,24,Female,Chennai,Tech,2024-07-31,2024-08-01,3,89269,4.27,5,4.13,32,1
1734,100,29,Male,Mumbai,Sports,2024-07-31,2024-09-21,5,29570,4.96,14,4.0,12,1
1735,150,28,Female,Mumbai,Tech,2024-08-01,2024-08-12,7,44541,3.15,37,3.56,6,0
1736,157,39,Female,Chennai,Music,2024-08-01,2024-09-25,0,80555,3.66,35,3.78,5,0
1737,111,19,Female,Delhi,Education,2024-08-01,2024-09-27,5,63642,3.4,22,3.6,37,0
1738,101,41,Male,Pune,Music,2024-08-02,2024-09-27,7,46746,3.48,8,3.57,97,1
1739,121,18,Other,Pune,Music,2024-08-02,2024-09-10,7,44895,4.3,25,2.4,25,1
1740,111,26,Male,Bangalore,Art,2024-08-02,2024-09-25,6,29363,3.45,9,1.11,40,1
1741,200,34,Female,Kolkata,Sports,2024-08-03,2024-09-23,5,46593,4.85,27,2.77,68,1
1742,199,22,Male,Chennai,Music,2024-08-03,2024-09-10,7,53754,4.47,46,1.18,66,0
1743,101,31,Other,Kolkata,Music,2024-08-03,2024-09-25,4,53274,2.57,10,2.88,27,0
1744,146,45,Female,Pune,Sports,2024-08-04,2024-08-25,6,63900,4.55,6,2.86,12,1
1745,138,41,Female,Bangalore,Tech,2024-08-04,2024-09-23,3,41839,4.43,37,1.71,15,0
1746,102,18,Female,Mumbai,Sports,2024-08-04,2024-09-28,4,36476,3.79,2,4.14,22,1
1747,167,34,Other,Mumbai,Tech,2024-08-05,2024-09-12,1,91001,3.74,50,3.82,8,0
1748,185,34,Female,Kolkata,Sports,2024-08-05,2024-08-13,3,52421,4.59,39,3.24,46,1
1749,161,19,Male,Chennai,Business,2024-08-05,2024-08-18,1,40380,3.56,21,4.7,65,1
1750,192,36,Other,Chennai,Music,2024-08-06,2024-08-16,2,70854,2.9,19,2.15,68,1
1751,164,32,Male,Mumbai,Education,2024-08-06,2024-09-07,4,63385,3.28,20,2.05,91,0
1752,155,37,Male,Mumbai,Education,2024-08-06,2024-09-01,5,66115,3.16,20,1.73,29,0
1753,195,26,Female,Delhi,Tech,2024-08-07,2024-09-25,10,37721,4.2,42,3.18,66,1
1754,171,25,Female,Kolkata,Business,2024-08-07,2024-08-24,0,77852,2.95,40,1.82,89,0
1755,177,38,Female,Delhi,Sports,2024-08-07,2024-08-17,9,35383,4.11,11,4.48,2,1
1756,178,38,Other,Bangalore,Art,2024-08-08,2024-09-14,3,86912,3.66,9,2.22,78,1
1757,103,22,Female,Kolkata,Art,2024-08-08,2024-08-17,7,53924,4.6,28,2.96,8,1
1758,174,24,Female,Delhi,Education,2024-08-08,2024-10-01,7,52731,3.71,33,3.12,55,0
1759,175,34,Other,Delhi,Music,2024-08-09,2024-08-14,10,51079,4.82,37,2.23,83,1
1760,149,41,Male,Delhi,Tech,2024-08-09,2024-09-07,1,53837,4.75,16,3.95,46,1
1761,157,23,Male,Kolkata,Business,2024-08-09,2024-10-04,10,73225,2.96,25,3.77,56,1
1762,184,24,Other,Kolkata,Business,2024-08-10,2024-09-12,0,59735,4.22,6,4.04,62,1
1763,114,40,Male,Pune,Education,2024-08-10,2024-09-27,9,30144,3.04,23,3.42,58,0
1764,153,37,Other,Delhi,Sports,2024-08-10,2024-09-04,7,65308,4.56,35,2.84,73,1
1765,177,43,Male,Delhi,Music,2024-08-11,2024-09-25,5,41360,4.09,16,2.8,86,1
1766,126,39,Other,Mumbai,Education,2024-08-11,2024-09-22,4,28665,3.24,16,3.87,13,0
1767,126,44,Other,Delhi,Art,2024-08-11,2024-09-11,1,87194,3.12,24,2.51,42,0
1768,100,23,Male,Kolkata,Education,2024-08-12,2024-08-18,8,45010,3.57,44,2.75,86,1
1769,131,25,Female,Pune,Education,2024-08-12,2024-10-09,8,67603,4.5,31,1.65,38,0
1770,136,24,Other,Bangalore,Education,2024-08-12,2024-08-15,10,33751,4.49,46,3.72,49,1
1771,196,19,Female,Kolkata,Sports,2024-08-13,2024-09-04,8,47144,2.58,4,1.31,74,1
1772,108,39,Female,Kolkata,Tech,2024-08-13,2024-09-20,10,50868,3.26,43,4.96,94,1
1773,165,36,Male,Kolkata,Sports,2024-08-13,2024-09-28,9,30711,3.56,3,1.57,25,1
1774,106,20,Other,Kolkata,Business,2024-08-14,2024-09-15,4,97868,3.96,17,2.53,96,1
1775,180,23,Female,Chennai,Sports,2024-08-14,2024-09-07,7,44928,2.87,22,1.95,71,1
1776,147,23,Other,Pune,Education,2024-08-14,2024-09-08,2,66618,3.34,12,2.16,3,0
1777,143,29,Other,Bangalore,Music,2024-08-15,2024-10-12,8,65241,4.71,50,2.29,87,1
1778,195,30,Other,Pune,Tech,2024-08-15,2024-09-04,6,54350,3.69,45,3.87,38,0
1779,175,26,Male,Bangalore,Education,2024-08-15,2024-10-05,4,66848,4.36,29,1.71,28,0
1780,110,44,Female,Chennai,Education,2024-08-16,2024-08-20,6,65274,3.71,23,2.06,53,0
1781,126,23,Male,Pune,Business,2024-08-16,2024-09-24,3,26405,3.66,39,1.4,58,0
1782,127,33,Female,Kolkata,Art,2024-08-16,2024-09-26,6,73526,4.05,36,2.33,54,1
1783,161,30,Other,Pune,Music,2024-08-17,2024-09-26,5,29136,3.15,25,4.76,5,1
1784,183,28,Male,Mumbai,Tech,2024-08-17,2024-09-11,3,54796,3.12,42,2.52,83,0
1785,164,41,Male,Chennai,Business,2024-08-17,2024-09-27,10,49177,4.97,10,4.11,34,1
1786,140,45,Male,Bangalore,Music,2024-08-18,2024-09-14,0,55816,4.67,14,2.85,14,0
1787,175,18,Other,Bangalore,Art,2024-08-18,2024-09-23,8,25752,4.34,1,2.8,57,1
1788,176,30,Male,Pune,Education,2024-08-18,2024-10-10,2,76112,2.84,6,4.3,62,1
1789,108,21,Other,Kolkata,Sports,2024-08-19,2024-09-28,2,53485,2.58,10,1.11,10,0
1790,154,30,Other,Chennai,Art,2024-08-19,2024-10-02,1,24869,2.94,32,4.46,95,0
1791,171,35,Other,Delhi,Sports,2024-08-19,2024-10-16,1,20282,4.84,43,2.94,60,1
1792,160,29,Male,Mumbai,Business,2024-08-20,2024-09-02,1,63206,4.54,30,2.4,100,1
1793,124,26,Other,Kolkata,Business,2024-08-20,2024-09-24,9,73300,3.81,23,4.63,67,1
1794,116,26,Female,Bangalore,Sports,2024-08-20,2024-09-28,10,63786,4.92,14,2.36,1,1
1795,129,26,Female,Kolkata,Music,2024-08-21,2024-10-02,6,77635,2.87,6,4.91,21,1
1796,135,27,Male,Bangalore,Sports,2024-08-21,2024-08-29,0,80540,3.9,30,4.75,98,1
1797,193,28,Other,Mumbai,Art,2024-08-21,2024-10-05,9,89757,2.96,8,2.07,56,1
1798,162,37,Female,Bangalore,Education,2024-08-22,2024-09-03,6,98611,3.27,40,2.36,12,0
1799,184,20,Male,Kolkata,Music,2024-08-22,2024-09-16,5,90783,4.85,21,4.25,7,1
1800,102,19,Female,Delhi,Art,2024-08-22,2024-10-04,10,83660,4.67,18,1.78,54,1
1801,179,32,Male,Pune,Art,2024-08-23,2024-09-08,4,54477,2.75,2,3.93,60,1
1802,119,37,Female,Kolkata,Art,2024-08-23,2024-08-31,3,60303,3.12,13,1.52,24,1
1803,157,25,Other,Kolkata,Sports,2024-08-23,2024-10-02,8,69283,3.99,1,1.82,19,1
1804,139,23,Other,Bangalore,Tech,2024-08-24,2024-09-10,5,33556,2.65,37,3.0,61,0
1805,187,35,Other,Pune,Tech,2024-08-24,2024-10-12,7,74212,3.88,25,3.98,43,1
1806,168,28,Other,Pune,Tech,2024-08-24,2024-10-16,7,67060,3.96,40,3.96,3,1
1807,146,38,Female,Pune,Music,2024-08-25,2024-09-15,9,61615,3.23,29,3.44,5,1
1808,151,22,Male,Kolkata,Business,2024-08-25,2024-10-08,3,86743,3.23,48,2.09,24,0
1809,171,21,Female,Pune,Music,2024-08-25,2024-09-08,0,74973,3.07,40,2.66,56,0
1810,172,33,Male,Mumbai,Tech,2024-08-26,2024-10-20,5,94593,4.84,8,1.98,30,1
1811,157,28,Male,Bangalore,Sports,2024-08-26,2024-09-10,7,98120,3.47,6,2.11,1,1
1812,173,38,Other,Delhi,Sports,2024-08-26,2024-10-18,8,86024,3.96,45,2.29,92,1
1813,179,32,Female,Chennai,Art,2024-08-27,2024-10-13,2,43832,3.25,14,3.4,70,1
1814,103,27,Other,Kolkata,Art,2024-08-27,2024-09-15,8,35117,4.26,39,1.83,58,1
1815,137,22,Male,Mumbai,Tech,2024-08-27,2024-10-15,9,43944,2.75,32,1.17,24,0
1816,191,22,Other,Pune,Sports,2024-08-28,2024-10-05,8,77006,2.68,36,3.77,71,0
1817,132,39,Male,Bangalore,Business,2024-08-28,2024-10-07,8,89143,4.36,14,1.09,95,1
1818,183,24,Male,Bangalore,Sports,2024-08-28,2024-09-20,10,90412,4.32,16,4.88,68,1
1819,155,32,Other,Pune,Art,2024-08-29,2024-09-12,7,74718,3.16,28,2.4,29,0
1820,127,40,Other,Bangalore,Business,2024-08-29,2024-10-10,4,74481,3.39,2,1.03,39,1
1821,135,43,Female,Bangalore,Art,2024-08-29,2024-09-02,4,96155,4.89,16,4.54,93,1
1822,148,25,Male,Chennai,Tech,2024-08-30,2024-09-20,8,74860,2.76,26,3.4,1,0
1823,112,21,Female,Bangalore,Business,2024-08-30,2024-09-08,2,31277,2.96,11,4.27,22,1
1824,131,39,Male,Mumbai,Business,2024-08-30,2024-08-31,6,60012,3.58,15,2.74,10,1
1825,168,37,Other,Chennai,Music,2024-08-31,2024-09-01,6,48694,3.21,50,2.42,64,0
1826,191,27,Other,Mumbai,Music,2024-08-31,2024-09-06,7,70958,4.12,15,3.62,46,1
1827,195,34,Female,Pune,Sports,2024-08-31,2024-10-26,4,70866,4.23,46,2.62,13,0
1828,138,23,Male,Mumbai,Art,2024-09-01,2024-10-17,8,43550,3.82,47,3.22,95,1
1829,180,37,Male,Delhi,Business,2024-09-01,2024-10-30,0,43975,4.03,34,2.11,55,0
1830,140,38,Male,Mumbai,Music,2024-09-01,2024-09-06,8,27104,3.58,8,2.33,25,1
1831,181,26,Female,Kolkata,Music,2024-09-02,2024-10-31,8,43460,4.4,11,1.33,95,1
1832,192,31,Female,Mumbai,Education,2024-09-02,2024-10-08,9,86217,2.61,47,4.13,70,0
1833,145,27,Male,Delhi,Music,2024-09-02,2024-10-19,10,72410,3.28,1,2.4,13,1
1834,160,18,Male,Pune,Sports,2024-09-03,2024-10-24,3,95451,4.21,26,4.9,83,1
1835,187,21,Other,Kolkata,Business,2024-09-03,2024-09-19,0,94105,3.32,30,2.04,5,0
1836,113,44,Male,Pune,Art,2024-09-03,2024-10-17,7,88545,2.7,42,2.9,91,0
1837,124,30,Male,Mumbai,Education,2024-09-04,2024-10-13,0,34374,3.36,45,2.22,39,0
1838,163,22,Male,Bangalore,Education,2024-09-04,2024-09-29,3,46713,4.28,15,3.78,29,1
1839,118,19,Other,Bangalore,Business,2024-09-04,2024-10-04,7,24598,2.8,26,4.23,5,0
1840,180,27,Male,Delhi,Business,2024-09-05,2024-09-18,6,27482,4.31,32,2.95,94,1
1841,126,45,Male,Kolkata,Tech,2024-09-05,2024-09-16,6,38484,4.44,49,2.47,56,0
1842,134,28,Female,Pune,Education,2024-09-05,2024-10-30,8,42411,4.09,28,3.98,61,1
1843,181,45,Other,Chennai,Education,2024-09-06,2024-10-20,1,21231,3.11,7,1.77,85,0
1844,153,31,Other,Mumbai,Sports,2024-09-06,2024-10-10,8,87426,4.51,47,3.4,51,1
1845,179,39,Female,Chennai,Tech,2024-09-06,2024-10-17,6,62160,3.04,26,3.93,29,1
1846,163,39,Male,Delhi,Tech,2024-09-07,2024-10-01,4,72465,4.76,9,2.08,78,1
1847,151,18,Female,Kolkata,Business,2024-09-07,2024-09-22,5,72284,4.27,10,3.62,53,1
1848,151,18,Other,Delhi,Education,2024-09-07,2024-11-02,5,97335,2.64,11,3.94,24,0
1849,181,43,Female,Delhi,Education,2024-09-08,2024-11-06,6,31786,4.5,37,1.47,85,0
1850,200,44,Female,Pune,Business,2024-09-08,2024-09-21,3,47414,3.77,48,2.3,82,0
1851,102,21,Female,Pune,Business,2024-09-08,2024-10-26,2,44670,3.63,23,2.63,24,0
1852,151,36,Male,Bangalore,Tech,2024-09-09,2024-10-06,1,64117,3.55,5,4.1,65,1
1853,179,43,Female,Kolkata,Education,2024-09-09,2024-10-21,3,62095,4.02,45,3.27,93,1
1854,164,44,Male,Pune,Education,2024-09-09,2024-09-16,2,83203,4.31,32,2.8,80,1
1855,148,26,Other,Pune,Education,2024-09-10,2024-10-09,5,64851,4.74,29,2.28,20,1
1856,180,40,Other,Mumbai,Tech,2024-09-10,2024-09-18,10,38719,3.18,4,1.02,86,0
1857,147,36,Female,Kolkata,Business,2024-09-10,2024-10-29,1,65178,4.08,49,1.08,5,0
1858,113,43,Female,Delhi,Art,2024-09-11,2024-10-05,3,97127,4.22,4,1.96,62,1
1859,127,22,Female,Delhi,Sports,2024-09-11,2024-09-27,0,66309,4.19,31,1.47,51,1
1860,104,34,Other,Chennai,Tech,2024-09-11,2024-10-23,10,67391,3.73,30,1.48,3,0
1861,170,18,Male,Chennai,Education,2024-09-12,2024-11-08,7,34079,3.48,26,3.41,73,1
